ProductCode,ProductName,Category,PieceType,ColorOption,Description,Dimensions,WeightLbs,WeightSource,MainFeatures,ImageCount,MainImage,SourceUrl
511236,Amador Chenille Upholstered Track Arm Accent Chair Chocolate,Chairs & Seating,Chair,,"This chenille accent chair carries the seating profile into a single lounge piece with broad track arms, a loose back cushion, and a deep seat. Chenille upholstery adds soft texture over the boxy frame, while reversible seat and back cushions support practical everyday use. Foam and pocket coil seating pairs with S-spring construction, and one lumbar pillow adds a relaxed finishing layer.","42""w x 38""d x 35""h",75.46,coasterfurniture.com listed,Chenille accent chair brings broad track arms and a relaxed boxy lounge profile | Chocolate upholstery gives the chair a rich brown tone for living room seating | Dark brown rubberwood legs finish the low chair profile with subtle grounding | Foam and pocket coil seat cushion pairs with S-spring support for everyday comfort | One lumbar pillow adds casual support across the deep upholstered seat | Reversible seat and back cushions help refresh the chair through regular use,11,511236-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Amador-Track-Arm-Accent-Chair/511233
901372,Lawler Upholstered Barrel Back Accent Chair Ivory and Black,Chairs & Seating,Accent Chair,,"Accent chair introduces a sculptural barrel-back silhouette that wraps the seat in a smooth, continuous curve. Soft boucle upholstery adds visual texture while the rounded back and arms create a relaxed, inviting lounge profile. A generously padded seat rests within the upholstered frame, supported by a contrasting base that grounds the design. Contemporary in form yet warm in presence, this accent chair brings casual sophistication to living rooms, reading corners, or bedroom seating areas.","38""w x 32.75""d x 28""h",70.55,coasterfurniture.com listed,Accent chair features a sculpted barrel-back silhouette that wraps the seat in a soft continuous curve | Compact lounge profile works well in living rooms bedrooms or reading corners | Contrasting black base and legs ground the design with bold contemporary contrast | Generously padded seat cushion creates a relaxed lounge chair feel for everyday comfort | Ivory boucle upholstery introduces rich texture and a cozy contemporary seating profile | Rounded arms blend seamlessly into the curved back for a clean modern silhouette,11,901372-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Lawler-Accent-Chair/901372
903169,Lawler Upholstered Barrel Back Accent Chair Ivory and Natural,Chairs & Seating,Accent Chair,Ivory / Natural,"Accent chair introduces a sculptural barrel-back silhouette that wraps the seat in a smooth, continuous curve. Soft boucle upholstery adds visual texture while the rounded back and arms create a relaxed, inviting lounge profile. A generously padded seat rests within the upholstered frame, supported by a contrasting base that grounds the design. Contemporary in form yet warm in presence, this accent chair brings casual sophistication to living rooms, reading corners, or bedroom seating areas.","38""w x 32.75""d x 28""h",70.55,coasterfurniture.com listed,Generously padded seat cushion creates a relaxed lounge chair feel for everyday comfort | Ivory boucle upholstery introduces rich texture and a cozy contemporary seating profile | Natural wood base and legs add warmth while supporting the sculptural chair form | Rounded arms blend seamlessly into the curved back for a clean modern silhouette | Accent chair features a sculpted barrel-back silhouette that wraps the seat in a soft continuous curve | Compact lounge profile works well in living rooms bedrooms or reading corners,11,903169-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Lawler-Accent-Chair/901372
903170,Lawler Upholstered Barrel Back Accent Chair Brown and Black,Chairs & Seating,Accent Chair,Brown / Black,"Accent chair introduces a sculptural barrel-back silhouette that wraps the seat in a smooth, continuous curve. Soft boucle upholstery adds visual texture while the rounded back and arms create a relaxed, inviting lounge profile. A generously padded seat rests within the upholstered frame, supported by a contrasting base that grounds the design. Contemporary in form yet warm in presence, this accent chair brings casual sophistication to living rooms, reading corners, or bedroom seating areas.","38""w x 32.75""d x 28""h",70.55,coasterfurniture.com listed,Accent chair features a sculpted barrel-back silhouette that wraps the seat in a soft continuous curve | Black base and legs ground the sculptural chair form with bold contemporary contrast | Brown boucle upholstery adds warm texture and depth to the contemporary seating design | Compact lounge profile works well in living rooms bedrooms or reading corners | Generously padded seat cushion creates a relaxed lounge chair feel for everyday comfort | Rounded arms blend seamlessly into the curved back for a clean modern silhouette,11,903170-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Lawler-Accent-Chair/901372
903255,Iris Fabric Upholstered Swivel Accent Chair Ivory,Chairs & Seating,Swivel Accent Chair,Ivory,"Swivel accent chair pairs a rounded contemporary silhouette with a smooth rotating pedestal base for flexible lounge seating. Polyester upholstery wraps foam cushioning and a loose back pillow, creating relaxed comfort for living rooms and reading areas. Wide track arms soften the profile while the circular coffee brown wood base introduces warmth and stability. Designed for everyday conversation seating, the chair rotates easily while maintaining a tailored modern presence.","29.25""w x 30""d x 33""h",72.75,coasterfurniture.com listed,"Foam cushioning creates comfortable support for reading and conversation | Ivory swivel accent chair features soft polyester upholstery and a lounge silhouette | Smooth 360-degree swivel base allows easy movement while seated | Wide track arms and loose back cushion support relaxed everyday seating | Coffee brown wood base adds warmth and stable pedestal support | Contemporary design fits living rooms, lounges, and reading corners",12,903255-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Iris-Swivel-Accent-Chair/903255
903256,Iris Fabric Upholstered Swivel Accent Chair Rust,Chairs & Seating,Swivel Accent Chair,Rust,"Swivel accent chair pairs a rounded contemporary silhouette with a smooth rotating pedestal base for flexible lounge seating. Polyester upholstery wraps foam cushioning and a loose back pillow, creating relaxed comfort for living rooms and reading areas. Wide track arms soften the profile while the circular coffee brown wood base introduces warmth and stability. Designed for everyday conversation seating, the chair rotates easily while maintaining a tailored modern presence.","29.25""w x 30""d x 33""h",72.75,coasterfurniture.com listed,"Coffee brown wood base adds warmth and stable pedestal support | Contemporary design fits living rooms, lounges, and reading corners | Foam cushioning creates comfortable support for reading and conversation | Rust swivel accent chair features soft polyester upholstery and a lounge silhouette | Smooth 360-degree swivel base allows easy movement while seated | Wide track arms and loose back cushion support relaxed everyday seating",12,903256-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Iris-Swivel-Accent-Chair/903255
903257,Iris Fabric Upholstered Swivel Accent Chair Matcha,Chairs & Seating,Swivel Accent Chair,Matcha,"Swivel accent chair pairs a rounded contemporary silhouette with a smooth rotating pedestal base for flexible lounge seating. Polyester upholstery wraps foam cushioning and a loose back pillow, creating relaxed comfort for living rooms and reading areas. Wide track arms soften the profile while the circular coffee brown wood base introduces warmth and stability. Designed for everyday conversation seating, the chair rotates easily while maintaining a tailored modern presence.","29.25""w x 30""d x 33""h",72.75,coasterfurniture.com listed,"Coffee brown wood base adds warmth and stable pedestal support | Contemporary design fits living rooms, lounges, and reading corners | Foam cushioning creates comfortable support for reading and conversation | Matcha swivel accent chair features soft polyester upholstery and a lounge silhouette | Smooth 360-degree swivel base allows easy movement while seated | Wide track arms and loose back cushion support relaxed everyday seating",12,903257-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Iris-Swivel-Accent-Chair/903255
903258,Iris Fabric Upholstered Swivel Accent Chair Stone,Chairs & Seating,Swivel Accent Chair,Stone,"Swivel accent chair pairs a rounded contemporary silhouette with a smooth rotating pedestal base for flexible lounge seating. Polyester upholstery wraps foam cushioning and a loose back pillow, creating relaxed comfort for living rooms and reading areas. Wide track arms soften the profile while the circular coffee brown wood base introduces warmth and stability. Designed for everyday conversation seating, the chair rotates easily while maintaining a tailored modern presence.","29.25""w x 30""d x 33""h",72.75,coasterfurniture.com listed,"Contemporary design fits living rooms, lounges, and reading corners | Foam cushioning creates comfortable support for reading and conversation | Smooth 360-degree swivel base allows easy movement while seated | Stone swivel accent chair features soft polyester upholstery and a lounge silhouette | Wide track arms and loose back cushion support relaxed everyday seating | Coffee brown wood base adds warmth and stable pedestal support",12,903258-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Iris-Swivel-Accent-Chair/903255
903019,Rosalind Upholstered Track Arm Accent Chair Brown,Chairs & Seating,Accent Chair,,"Accent chair presents a clean-lined silhouette framed by slim track arms and an exposed metal base that creates a light architectural profile. Upholstered cushions shape the seat and back while the gently angled backrest supports relaxed lounging. The structured metal frame outlines the chair with modern definition, supporting padded cushions in a balanced contemporary design suited to living rooms reading spaces or office seating.","28""w x 30.25""d x 33""h",45.19,coasterfurniture.com listed,Accent chair showcases a clean track arm silhouette framed by a modern metal base | Arm pad detailing softens the track arms while maintaining the modern shape | Brown leatherette upholstery adds warm contemporary character to lounge seating | Generously padded seat and back cushions support comfortable everyday relaxation | Slim metal frame outlines the chair with a structured architectural profile | Versatile lounge chair suits living rooms reading corners or office seating,11,903019-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Rosalind-Accent-Chair/903019
903021,Rosalind Upholstered Track Arm Accent Chair Black,Chairs & Seating,Accent Chair,Black,"Accent chair presents a clean-lined silhouette framed by slim track arms and an exposed metal base that creates a light architectural profile. Upholstered cushions shape the seat and back while the gently angled backrest supports relaxed lounging. The structured metal frame outlines the chair with modern definition, supporting padded cushions in a balanced contemporary design suited to living rooms reading spaces or office seating.","28""w x 30.25""d x 33""h",45.19,coasterfurniture.com listed,Accent chair showcases a clean track arm silhouette framed by a modern metal base | Arm pad detailing softens the track arms while maintaining the modern shape | Black leatherette upholstery sharpens the contemporary lounge seating profile | Generously padded seat and back cushions support comfortable everyday relaxation | Slim metal frame outlines the chair with a structured architectural profile | Versatile lounge chair suits living rooms reading corners or office seating,12,903021-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Rosalind-Accent-Chair/903019
902487,Arnaud Chenille Upholstered Swivel Accent Chair Green,Chairs & Seating,Accent Swivel Chair,,"Swivel accent chair brings a sculptural, cocooning silhouette to the room with rounded arms, a deep seat, and a fully upholstered barrel-inspired profile. Soft chenille upholstery wraps the generous form, while the loose back pillow adds layered comfort and a relaxed finish. Foam cushioning with polyester fiber support rests over a plywood frame, and the swivel base adds easy movement without disrupting the chair’s clean shape. It creates an inviting seat for living rooms, bedrooms, and reading corners.","33""w x 34""d x 30""h",82.06,coasterfurniture.com listed,Accent chair in green features a rounded silhouette with a smooth swivel base | Chenille upholstery gives the chair a soft textured look with rich visual depth | Loose back pillow adds layered comfort and a relaxed tailored finishing touch | Deep seat and curved arms create a cocooning profile for everyday lounging | Plywood frame with foam and polyester fiber supports comfortable daily seating | Fully assembled design makes placement easy in living rooms or reading corners,9,902487-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Arnaud-Upholstered-Swivel-Accent-Chair/903487
903487,Arnaud Chenille Upholstered Swivel Accent Chair Navy,Chairs & Seating,Accent Swivel Chair,Navy,"Swivel accent chair brings a sculptural, cocooning silhouette to the room with rounded arms, a deep seat, and a fully upholstered barrel-inspired profile. Soft chenille upholstery wraps the generous form, while the loose back pillow adds layered comfort and a relaxed finish. Foam cushioning with polyester fiber support rests over a plywood frame, and the swivel base adds easy movement without disrupting the chair’s clean shape. It creates an inviting seat for living rooms, bedrooms, and reading corners.","33""w x 34""d x 30""h",82.06,coasterfurniture.com listed,Accent chair in navy features a rounded silhouette with a smooth swivel base | Chenille upholstery gives the chair a soft textured look with rich visual depth | Deep seat and curved arms create a cocooning profile for everyday lounging | Fully assembled design makes placement easy in living rooms or reading corners | Loose back pillow adds layered comfort and a relaxed tailored finishing touch | Plywood frame with foam and polyester fiber supports comfortable daily seating,9,903487-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Arnaud-Upholstered-Swivel-Accent-Chair/903487
903488,Arnaud Chenille Upholstered Swivel Accent Chair Burnt Orange,Chairs & Seating,Accent Swivel Chair,Burnt Orange,"Swivel accent chair brings a sculptural, cocooning silhouette to the room with rounded arms, a deep seat, and a fully upholstered barrel-inspired profile. Soft chenille upholstery wraps the generous form, while the loose back pillow adds layered comfort and a relaxed finish. Foam cushioning with polyester fiber support rests over a plywood frame, and the swivel base adds easy movement without disrupting the chair’s clean shape. It creates an inviting seat for living rooms, bedrooms, and reading corners.","33""w x 34""d x 30""h",82.06,coasterfurniture.com listed,Accent chair in burnt orange features a rounded silhouette with swivel base | Chenille upholstery gives the chair a soft textured look with warm visual depth | Deep seat and curved arms create a cocooning profile for everyday lounging | Fully assembled design makes placement easy in living rooms or reading corners | Loose back pillow adds layered comfort and a relaxed tailored finishing touch | Plywood frame with foam and polyester fiber supports comfortable daily seating,9,903488-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Arnaud-Upholstered-Swivel-Accent-Chair/903487
603373,Hamilton Chenille Manual Recliner Sand,Chairs & Seating,Recliner,Sand,"Generously padded arms and segmented back cushions give this manual recliner an inviting, lounge-ready presence for a personal relaxation spot. Chenille upholstery wraps the cushioned seating in soft texture, while the single-seat profile feels substantial without looking oversized. A manual reclining footrest extends for a laid-back position, making the recliner a comfortable accent for everyday unwinding.","29.5""w x 38.75""d x 39.25""h",70.54,coasterfurniture.com listed,Foam cushioning and metal reclining hardware support daily living room use | Generously padded arms give the recliner a plush and relaxed side profile | Manual recliner creates a cushioned personal seat for everyday relaxation | Manual reclining footrest extends for comfort without power controls | Sand chenille upholstery adds soft texture across the recliner frame | Segmented back cushions create supportive comfort for laid-back lounging,12,603373-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Hamilton-Upholstered-Reclining-Loveseat/603373
900648,Monsen Fabric Upholstered Metal Frame Accent Chair Ivory,Chairs & Seating,Accent Chair,,"Upholstered accent chair pairs a slim black metal frame with warm rubberwood armrests for a clean contemporary profile. Built with plywood support and padded with foam, it is wrapped in ivory polyester fabric with a subtle woven texture and tailored stitching. A gently reclined back and broad seat create a comfortable lounge chair feel for reading or conversation. Use this armchair in a living room corner, bedroom, or office to add extra seating while keeping the space open and easy to style every day.","26.25""w x 29.5""d x 29.25""h",28.66,coasterfurniture.com listed,"Gently reclined back and broad seat create a relaxed lounge chair sit for reading | Ivory fabric accent chair features a black metal frame and warm wood armrests for modern style | Open sled-style base helps maintain an airy look around sofas, desks, or consoles | Plywood support with foam cushioning balances comfort and structure for daily use | Rubberwood armrests add a natural contrast that pairs well with mixed materials at home | Tailored upholstery seams keep the silhouette clean and refined in modern spaces",11,900648-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Monsen-Upholstered-Accent-Chair/900648
903175,Thornton Faux Fur Upholstered Wingback Lounge Accent Chair Ivory,Chairs & Seating,Accent Chair,Ivory,"This lounge accent chair brings a sculptural wingback silhouette and softly rounded profile to living room seating. The tall back and enveloping arms create a tailored shape that feels grounded yet inviting in a reading corner or conversation area. Upholstered over durable wood construction, the chair balances visual softness with structured support. Light ash legs complete the look with a warm contrast that suits both classic and modern interiors.","30""w x 34.25""d x 42.25""h",46.29,coasterfurniture.com listed,"Ivory accent chair features a wingback lounge silhouette with soft faux fur upholstery | Ivory faux fur upholstery gives the sculpted frame a warm and inviting texture | Tall wingback sides and rounded arms create a tailored and enveloping profile | Light ash rubberwood legs add subtle contrast beneath the fully upholstered frame | Padded seat and back support everyday lounging with a soft, cushioned feel | Sized for living rooms and reading corners that call for sculptural seating",11,903175-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Thornton-Upholstered-Accent-Chair/903175
903176,Thornton Velvet Upholstered Wingback Lounge Accent Chair Cognac,Chairs & Seating,Accent Chair,Cognac,"This lounge accent chair brings a sculptural wingback silhouette and softly rounded profile to living room seating. The tall back and enveloping arms create a tailored shape that feels grounded yet inviting in a reading corner or conversation area. Upholstered over durable wood construction, the chair balances visual softness with structured support. Light ash legs complete the look with a warm contrast that suits both classic and modern interiors.","30""w x 34.25""d x 42.25""h",46.29,coasterfurniture.com listed,"Cognac accent chair features a wingback lounge silhouette with velvet upholstery | Cognac velvet upholstery gives the sculpted frame a warm and tailored texture | Tall wingback sides and rounded arms create a shaped and enveloping profile | Light ash rubberwood legs add subtle contrast beneath the upholstered frame | Padded seat and back support everyday lounging with a soft, cushioned feel | Sized for living rooms and reading corners that call for sculptural seating",11,903176-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Thornton-Upholstered-Accent-Chair/903175
903228,Myernick Velvet Upholstered Swivel Accent Chair Camel,Chairs & Seating,Swivel Chair,Camel,"Swivel accent chair with a rounded barrel silhouette adds sculptural comfort to any space. Velvet upholstery covers plush foam cushioning and a supportive seat atop a plywood frame, balanced on a black metal swivel base. Smooth, tailored seams and a wraparound back create a cozy cradle, while the deep seat cushion invites long conversations and relaxed lounging. Place it in a living room corner, bedroom, or reading nook for flexible seating that layers in soft texture, then pivot from chat to screen time without shifting the footprint.","35.75""w x 32.25""d x 29""h",58.42,coasterfurniture.com listed,"100% polyester velvet upholstery adds soft texture and rich depth to the surface | Black metal swivel base lets you pivot your view easily without moving the chair around | Camel velvet swivel accent chair features a rounded barrel back and plush seat cushion | Foam cushioning over a plywood frame supports everyday lounging in living room corners | Thick, rounded seat cushion offers sink-in comfort with smooth, tailored seams all around | Wraparound back and sloped arms create a cozy cradle for conversation seating at home",13,903228-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Myernick-Upholstered-Swivel-Accent-Chair/903229
903229,Myernick Velvet Upholstered Swivel Accent Chair Olive,Chairs & Seating,Swivel Chair,Olive,"Swivel accent chair with a rounded barrel silhouette adds sculptural comfort to any space. Velvet upholstery covers plush foam cushioning and a supportive seat atop a plywood frame, balanced on a black metal swivel base. Smooth, tailored seams and a wraparound back create a cozy cradle, while the deep seat cushion invites long conversations and relaxed lounging. Place it in a living room corner, bedroom, or reading nook for flexible seating that layers in soft texture, then pivot from chat to screen time without shifting the footprint.","35.75""w x 32.25""d x 29""h",58.42,coasterfurniture.com listed,"100% polyester velvet upholstery adds soft texture and rich depth to the surface | Black metal swivel base lets you pivot your view easily without moving the chair around | Foam cushioning over a plywood frame supports everyday lounging in living room corners | Olive velvet swivel accent chair features a rounded barrel back and plush seat cushion | Thick, rounded seat cushion offers sink-in comfort with smooth, tailored seams all around | Wraparound back and sloped arms create a cozy cradle for conversation seating at home",13,903229-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Myernick-Upholstered-Swivel-Accent-Chair/903229
551911,Amara Upholstered Armless Chair,Chairs & Seating,Armless Chair,,"Armless chair delivers modular flexibility with a low-profile silhouette and tailored tufted seating for contemporary living rooms. Designed to slip between sectional pieces, it keeps sightlines open while adding another comfortable place to land. Fabric upholstery wraps foam cushioning with polyester fiber support over a pine and plywood frame with wood reinforcement. Use it to expand lounge seating, complete a corner layout, or create adaptable conversation zones that adjust as your room changes.","31""w x 40""d x 30""h",56.14,coasterfurniture.com listed,Armless chair in ivory fabric brings tailored tufting and modular versatility daily | Black legs add crisp contrast beneath soft neutral upholstery for a refined look | Clean contemporary silhouette keeps layouts airy while matching modern seating styles | Foam cushioning with fiber fill delivers balanced support for everyday lounging comfort | Reinforced pine and plywood frame adds steady stability and long-lasting durability | Squared profile fits between modules to expand flexible living room arrangements,9,551911-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Amara-Upholstered-Armless-Chair/551911
600130P,Dayes Upholstered Power Lift Recliner Chair Light Grey,Chairs & Seating,Power Recliner,Light Grey,"Power lift recliner chair creates a calm landing spot with a tall, segmented back and padded arms for sink-in comfort. Upholstered in polyester fabric over foam with polyester fiber fill, it's supported by a pine and plywood frame with a metal lift and reclining mechanism. Power lift motion helps you transition from sitting to standing, then ease back into a relaxed recline. Place it in a living room or bedroom for daily unwinding and lift-assist support. A side pocket keeps your remote or reading close at hand.","28.25""w x 35""d x 41.25""h",86.9,coasterfurniture.com listed,"Foam cushioning with polyester fiber fill supports a cozy feel for everyday lounging | Light grey power lift recliner chair offers plush pillow arms and a tall backrest | Reclining function and footrest extension create an easy spot for reading or TV time | Side pocket keeps a remote, book, or glasses close so comfort stays within reach | Smooth powered lift-assist helps you rise comfortably while keeping motion controlled | Textured fabric upholstery in light grey brings a subtle pattern that feels refined",15,600130P-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Dayes-Upholstered-Power-Lift-Recliner-Chair/600130P
600131P,Dayes Upholstered Power Lift Recliner Chair Taupe,Chairs & Seating,Power Recliner,Taupe,"Power lift recliner chair creates a calm landing spot with a tall, segmented back and padded arms for sink-in comfort. Upholstered in polyester fabric over foam with polyester fiber fill, it's supported by a pine and plywood frame with a metal lift and reclining mechanism. Power lift motion helps you transition from sitting to standing, then ease back into a relaxed recline. Place it in a living room or bedroom for daily unwinding and lift-assist support. A side pocket keeps your remote or reading close at hand.","28.25""w x 35""d x 41.25""h",86.9,coasterfurniture.com listed,"Foam cushioning with polyester fiber fill supports a cozy feel for everyday lounging | Reclining function and footrest extension create an easy spot for reading or TV time | Side pocket keeps a remote, book, or glasses close so comfort stays within reach | Smooth powered lift-assist helps you rise comfortably while keeping motion controlled | Taupe power lift recliner chair brings plush pillow arms and a tall backrest for support | Textured fabric upholstery in taupe adds a warm tone with a subtle woven pattern",18,600131P-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Dayes-Upholstered-Power-Lift-Recliner-Chair/600130P
902473,Gerley Chenille Upholstered Swivel Accent Chair Beige,Chairs & Seating,Accent Swivel Chair,,"Swivel accent chair in beige chenille invites you to settle in, wrapped by a rounded barrel back and softly curved arms. A plush seat cushion adds everyday comfort, while 100% polyester upholstery brings warm, nubby texture to contemporary spaces. Crafted with a plywood frame, foam, and polyester fiber, it sits on a metal swivel base that turns smoothly for easy conversation and flexible room layouts. Place it in a living room corner or bedroom nook for a seat that pivots toward the moment.","32.25""w x 31""d x 30""h",64.02,coasterfurniture.com listed,"Beige swivel accent chair in chenille creates a cozy barrel-style seat | Rounded wraparound arms and curved back offer an inviting feel for reading and chatting | Plush foam seat cushion supports relaxed lounging without overwhelming smaller spaces | 100% polyester chenille upholstery adds nubby texture that complements contemporary rooms | Plywood frame with polyester fiber padding balances structure with soft, cushioned comfort | Metal swivel base turns smoothly so the chair can follow conversation and changing views",9,902473-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Gerley-Faux-Sherpa-Upholstered-Accent-Chair/902473
503063,Aleisha Fabric Upholstered Accent Chair Mustard Yellow,Chairs & Seating,Chair,Mustard Yellow,"Accent chair with rounded shelter arms and textured fabric upholstery introduces sculptural seating to modern living spaces. Vertical channel detailing along the inside back adds subtle texture while plush foam cushions encourage relaxed comfort. A wood and plywood frame layered with polyester fiber creates supportive seating, and dark brown legs provide contrast beneath the warm mustard fabric upholstery.","43""w x 35""d x 29.5""h",75.46,coasterfurniture.com listed,Wood and plywood frame construction reinforces dependable seating support | Mustard yellow fabroc accent chair features rounded shelter arms and plush seating | Vertical channel back detail adds subtle texture and modern character | Fabric upholstery creates a soft and inviting lounge surface | Foam and polyester fiber cushioning supports comfortable daily relaxation | Dark brown legs lift the chair with subtle contrast and stability,12,503063-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Aleisha-Chenille-Upholstered-Chair/503063
503066,Aleisha Fabric Upholstered Accent Chair Sand,Chairs & Seating,Chair,,"Accent chair with rounded shelter arms and textured fabric upholstery introduces sculptural seating to modern living spaces. Vertical channel detailing along the inside back adds subtle texture while plush foam cushions encourage relaxed comfort. A wood and plywood frame layered with polyester fiber creates supportive seating, and dark brown legs provide contrast beneath the sand fabric upholstery.","43""w x 35""d x 29.5""h",75.46,coasterfurniture.com listed,Dark brown legs add contrast and lift beneath the upholstered chair frame | Wood and plywood frame construction reinforces dependable seating support | Sand fabric accent chair features rounded shelter arms and plush lounge seating | Vertical channel back detail adds subtle texture and modern visual character | Textured fabric upholstery creates a soft and inviting seating surface | Foam and polyester fiber cushioning supports comfortable everyday relaxation,12,503066-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Aleisha-Chenille-Upholstered-Chair/503063
503723,Whitney Contemporary Channel Tufted Woven Fabric Upholstered Accent Chair,Chairs & Seating,Chair,,"Channel tufted Woven Fabric accent chair adds a sculptural, wraparound seat with ribbed texture. A plywood and wood frame supports foam cushioning with polyester fiber fill, wrapped in 100% polyester Woven Fabric. Rounded arms and a low profile keep the silhouette clean, while a loose back pillow adds relaxed support. Vertical channeling across the seat and back creates dimensional style. Use this lounge chair to finish a reading corner and unwind anytime.","42""w x 37""d x 29""h",70.4,coasterfurniture.com listed,"Pebble Woven Fabric accent chair features channel tufting, rounded arms, and dark brown legs | Wraparound barrel profile creates cozy comfort with a sculptural modern silhouette | Plush foam cushioning with polyester fiber fill supports relaxed everyday lounging | Sturdy plywood and wood frame keeps support stable under the soft curved profile | Vertical channeling adds ribbed texture that stands out beside clean lined decor | Loose back pillow adds flexible support for reading, conversation, and unwinding",11,503723-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Whitney-Boucle-Upholstered-Chair/503723
551891,Elysia Fabric Upholstered Modular Armless Chair Coral,Chairs & Seating,Armless Chair,Coral,"Modular armless chair adds flexible sectional seating with a wide seat and low profile. Polyester-blend fabric upholstery wraps foam cushioning for a soft feel, paired with a loose back cushion for support. Built with a plywood frame and sturdy components, it stays steady as you rearrange modules. Clean seam detailing keeps the look contemporary. Place this center seat between end units or beside a corner chair to extend an L-shape in living rooms and media spaces. Short black feet keep a grounded silhouette for modern rooms.","32.5""w x 38""d x 33""h",46.64,coasterfurniture.com listed,"Armless profile fits between end units to extend a straight run or balance an L-shape | Foam cushioning pairs with textured upholstery for a soft feel in everyday living rooms | Plywood frame helps keep the module steady as you rearrange pieces to suit your layout | Short black feet maintain a grounded silhouette that fits contemporary family spaces | Coral modular armless chair adds flexible sectional seating with fabric comfort | Loose back cushion supports relaxed lounging while keeping a clean, low-profile look",12,551891-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Elysia-Chenille-Upholstered-Modular-Armless-Chair/551891
551895,Elysia Fabric Upholstered Modular Armless Chair Green,Chairs & Seating,Armless Chair,Green,"Modular armless chair adds flexible sectional seating with a wide seat and low profile. Polyester-blend fabric upholstery wraps foam cushioning for a soft feel, paired with a loose back cushion for support. Built with a plywood frame and sturdy components, it stays steady as you rearrange modules. Clean seam detailing keeps the look contemporary. Place this center seat between end units or beside a corner chair to extend an L-shape in living rooms and media spaces. Short black feet keep a grounded silhouette for modern rooms.","32.5""w x 38""d x 33""h",46.64,coasterfurniture.com listed,"Green modular armless chair adds flexible sectional seating with fabric comfort | Loose back cushion supports relaxed lounging while keeping a clean, low-profile look | Armless profile fits between end units to extend a straight run or balance an L-shape | Foam cushioning pairs with textured upholstery for a soft feel in everyday living rooms | Plywood frame helps keep the module steady as you rearrange pieces to suit your layout | Short black feet maintain a grounded silhouette that fits contemporary family spaces",11,551895-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Elysia-Chenille-Upholstered-Modular-Armless-Chair/551891
903237,Blanchett Upholstered Bobbin Accent Chair Beige and Black,Chairs & Seating,Accent Chair,,"Accent chair highlights a classic silhouette defined by turned bobbin arms and legs that frame the seat with traditional character. A generously padded seat cushion and loose back pillow create a relaxed lounge profile while maintaining a tailored look. Upholstered in textured fabric over supportive foam with durable rubberwood construction, the design blends decorative wood detailing with everyday comfort. The sculpted frame adds visual rhythm while grounding the chair with refined presence suited to living rooms reading spaces or bedrooms.","29.5""w x 34""d x 38""h",47.96,coasterfurniture.com listed,Accent chair features a classic silhouette framed by decorative bobbin turned arms and legs | Arm pads add comfort while highlighting the chair’s distinctive bobbin structure | Beige fabric upholstery creates a soft neutral seating look suited to traditional interiors | Loose back pillow and padded seat cushion provide relaxed lounge style comfort | Turned rubberwood frame introduces sculptural detail and classic craftsmanship | Versatile accent chair suits living rooms bedrooms or reading corners,8,903237-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Blanchett-Accent-Chair/903237
