productcode,productname,productdescription,productweight,photourl,hideproduct
901372,Lawler Upholstered Barrel Back Accent Chair Ivory and Black,"<p>Accent chair introduces a sculptural barrel-back silhouette that wraps the seat in a smooth, continuous curve. Soft boucle upholstery adds visual texture while the rounded back and arms create a relaxed, inviting lounge profile. A generously padded seat rests within the upholstered frame, supported by a contrasting base that grounds the design. Contemporary in form yet warm in presence, this accent chair brings casual sophistication to living rooms, reading corners, or bedroom seating areas.</p><p><b>Dimensions:</b> 38""w x 32.75""d x 28""h</p><ul><li>Accent chair features a sculpted barrel-back silhouette that wraps the seat in a soft continuous curve</li><li>Compact lounge profile works well in living rooms bedrooms or reading corners</li><li>Contrasting black base and legs ground the design with bold contemporary contrast</li><li>Generously padded seat cushion creates a relaxed lounge chair feel for everyday comfort</li><li>Ivory boucle upholstery introduces rich texture and a cozy contemporary seating profile</li><li>Rounded arms blend seamlessly into the curved back for a clean modern silhouette</li></ul>",70.55,/v/vspfiles/photos/coaster living room/901372-1.jpg,N
903169,Lawler Upholstered Barrel Back Accent Chair Ivory and Natural,"<p>Accent chair introduces a sculptural barrel-back silhouette that wraps the seat in a smooth, continuous curve. Soft boucle upholstery adds visual texture while the rounded back and arms create a relaxed, inviting lounge profile. A generously padded seat rests within the upholstered frame, supported by a contrasting base that grounds the design. Contemporary in form yet warm in presence, this accent chair brings casual sophistication to living rooms, reading corners, or bedroom seating areas.</p><p><b>Dimensions:</b> 38""w x 32.75""d x 28""h</p><ul><li>Generously padded seat cushion creates a relaxed lounge chair feel for everyday comfort</li><li>Ivory boucle upholstery introduces rich texture and a cozy contemporary seating profile</li><li>Natural wood base and legs add warmth while supporting the sculptural chair form</li><li>Rounded arms blend seamlessly into the curved back for a clean modern silhouette</li><li>Accent chair features a sculpted barrel-back silhouette that wraps the seat in a soft continuous curve</li><li>Compact lounge profile works well in living rooms bedrooms or reading corners</li></ul>",70.55,/v/vspfiles/photos/coaster living room/903169-1.jpg,N
903170,Lawler Upholstered Barrel Back Accent Chair Brown and Black,"<p>Accent chair introduces a sculptural barrel-back silhouette that wraps the seat in a smooth, continuous curve. Soft boucle upholstery adds visual texture while the rounded back and arms create a relaxed, inviting lounge profile. A generously padded seat rests within the upholstered frame, supported by a contrasting base that grounds the design. Contemporary in form yet warm in presence, this accent chair brings casual sophistication to living rooms, reading corners, or bedroom seating areas.</p><p><b>Dimensions:</b> 38""w x 32.75""d x 28""h</p><ul><li>Accent chair features a sculpted barrel-back silhouette that wraps the seat in a soft continuous curve</li><li>Black base and legs ground the sculptural chair form with bold contemporary contrast</li><li>Brown boucle upholstery adds warm texture and depth to the contemporary seating design</li><li>Compact lounge profile works well in living rooms bedrooms or reading corners</li><li>Generously padded seat cushion creates a relaxed lounge chair feel for everyday comfort</li><li>Rounded arms blend seamlessly into the curved back for a clean modern silhouette</li></ul>",70.55,/v/vspfiles/photos/coaster living room/903170-1.jpg,N
903255,Iris Fabric Upholstered Swivel Accent Chair Ivory,"<p>Swivel accent chair pairs a rounded contemporary silhouette with a smooth rotating pedestal base for flexible lounge seating. Polyester upholstery wraps foam cushioning and a loose back pillow, creating relaxed comfort for living rooms and reading areas. Wide track arms soften the profile while the circular coffee brown wood base introduces warmth and stability. Designed for everyday conversation seating, the chair rotates easily while maintaining a tailored modern presence.</p><p><b>Dimensions:</b> 29.25""w x 30""d x 33""h</p><ul><li>Foam cushioning creates comfortable support for reading and conversation</li><li>Ivory swivel accent chair features soft polyester upholstery and a lounge silhouette</li><li>Smooth 360-degree swivel base allows easy movement while seated</li><li>Wide track arms and loose back cushion support relaxed everyday seating</li><li>Coffee brown wood base adds warmth and stable pedestal support</li><li>Contemporary design fits living rooms, lounges, and reading corners</li></ul>",72.75,/v/vspfiles/photos/coaster living room/903255-1.jpg,N
903256,Iris Fabric Upholstered Swivel Accent Chair Rust,"<p>Swivel accent chair pairs a rounded contemporary silhouette with a smooth rotating pedestal base for flexible lounge seating. Polyester upholstery wraps foam cushioning and a loose back pillow, creating relaxed comfort for living rooms and reading areas. Wide track arms soften the profile while the circular coffee brown wood base introduces warmth and stability. Designed for everyday conversation seating, the chair rotates easily while maintaining a tailored modern presence.</p><p><b>Dimensions:</b> 29.25""w x 30""d x 33""h</p><ul><li>Coffee brown wood base adds warmth and stable pedestal support</li><li>Contemporary design fits living rooms, lounges, and reading corners</li><li>Foam cushioning creates comfortable support for reading and conversation</li><li>Rust swivel accent chair features soft polyester upholstery and a lounge silhouette</li><li>Smooth 360-degree swivel base allows easy movement while seated</li><li>Wide track arms and loose back cushion support relaxed everyday seating</li></ul>",72.75,/v/vspfiles/photos/coaster living room/903256-1.jpg,N
903257,Iris Fabric Upholstered Swivel Accent Chair Matcha,"<p>Swivel accent chair pairs a rounded contemporary silhouette with a smooth rotating pedestal base for flexible lounge seating. Polyester upholstery wraps foam cushioning and a loose back pillow, creating relaxed comfort for living rooms and reading areas. Wide track arms soften the profile while the circular coffee brown wood base introduces warmth and stability. Designed for everyday conversation seating, the chair rotates easily while maintaining a tailored modern presence.</p><p><b>Dimensions:</b> 29.25""w x 30""d x 33""h</p><ul><li>Coffee brown wood base adds warmth and stable pedestal support</li><li>Contemporary design fits living rooms, lounges, and reading corners</li><li>Foam cushioning creates comfortable support for reading and conversation</li><li>Matcha swivel accent chair features soft polyester upholstery and a lounge silhouette</li><li>Smooth 360-degree swivel base allows easy movement while seated</li><li>Wide track arms and loose back cushion support relaxed everyday seating</li></ul>",72.75,/v/vspfiles/photos/coaster living room/903257-1.jpg,N
903258,Iris Fabric Upholstered Swivel Accent Chair Stone,"<p>Swivel accent chair pairs a rounded contemporary silhouette with a smooth rotating pedestal base for flexible lounge seating. Polyester upholstery wraps foam cushioning and a loose back pillow, creating relaxed comfort for living rooms and reading areas. Wide track arms soften the profile while the circular coffee brown wood base introduces warmth and stability. Designed for everyday conversation seating, the chair rotates easily while maintaining a tailored modern presence.</p><p><b>Dimensions:</b> 29.25""w x 30""d x 33""h</p><ul><li>Contemporary design fits living rooms, lounges, and reading corners</li><li>Foam cushioning creates comfortable support for reading and conversation</li><li>Smooth 360-degree swivel base allows easy movement while seated</li><li>Stone swivel accent chair features soft polyester upholstery and a lounge silhouette</li><li>Wide track arms and loose back cushion support relaxed everyday seating</li><li>Coffee brown wood base adds warmth and stable pedestal support</li></ul>",72.75,/v/vspfiles/photos/coaster living room/903258-1.jpg,N
903019,Rosalind Upholstered Track Arm Accent Chair Brown,"<p>Accent chair presents a clean-lined silhouette framed by slim track arms and an exposed metal base that creates a light architectural profile. Upholstered cushions shape the seat and back while the gently angled backrest supports relaxed lounging. The structured metal frame outlines the chair with modern definition, supporting padded cushions in a balanced contemporary design suited to living rooms reading spaces or office seating.</p><p><b>Dimensions:</b> 28""w x 30.25""d x 33""h</p><ul><li>Accent chair showcases a clean track arm silhouette framed by a modern metal base</li><li>Arm pad detailing softens the track arms while maintaining the modern shape</li><li>Brown leatherette upholstery adds warm contemporary character to lounge seating</li><li>Generously padded seat and back cushions support comfortable everyday relaxation</li><li>Slim metal frame outlines the chair with a structured architectural profile</li><li>Versatile lounge chair suits living rooms reading corners or office seating</li></ul>",45.19,/v/vspfiles/photos/coaster living room/903019-1.jpg,N
903021,Rosalind Upholstered Track Arm Accent Chair Black,"<p>Accent chair presents a clean-lined silhouette framed by slim track arms and an exposed metal base that creates a light architectural profile. Upholstered cushions shape the seat and back while the gently angled backrest supports relaxed lounging. The structured metal frame outlines the chair with modern definition, supporting padded cushions in a balanced contemporary design suited to living rooms reading spaces or office seating.</p><p><b>Dimensions:</b> 28""w x 30.25""d x 33""h</p><ul><li>Accent chair showcases a clean track arm silhouette framed by a modern metal base</li><li>Arm pad detailing softens the track arms while maintaining the modern shape</li><li>Black leatherette upholstery sharpens the contemporary lounge seating profile</li><li>Generously padded seat and back cushions support comfortable everyday relaxation</li><li>Slim metal frame outlines the chair with a structured architectural profile</li><li>Versatile lounge chair suits living rooms reading corners or office seating</li></ul>",45.19,/v/vspfiles/photos/coaster living room/903021-1.jpg,N
902487,Arnaud Chenille Upholstered Swivel Accent Chair Green,"<p>Swivel accent chair brings a sculptural, cocooning silhouette to the room with rounded arms, a deep seat, and a fully upholstered barrel-inspired profile. Soft chenille upholstery wraps the generous form, while the loose back pillow adds layered comfort and a relaxed finish. Foam cushioning with polyester fiber support rests over a plywood frame, and the swivel base adds easy movement without disrupting the chair’s clean shape. It creates an inviting seat for living rooms, bedrooms, and reading corners.</p><p><b>Dimensions:</b> 33""w x 34""d x 30""h</p><ul><li>Accent chair in green features a rounded silhouette with a smooth swivel base</li><li>Chenille upholstery gives the chair a soft textured look with rich visual depth</li><li>Loose back pillow adds layered comfort and a relaxed tailored finishing touch</li><li>Deep seat and curved arms create a cocooning profile for everyday lounging</li><li>Plywood frame with foam and polyester fiber supports comfortable daily seating</li><li>Fully assembled design makes placement easy in living rooms or reading corners</li></ul>",82.06,/v/vspfiles/photos/coaster living room/902487-1.jpg,N
903487,Arnaud Chenille Upholstered Swivel Accent Chair Navy,"<p>Swivel accent chair brings a sculptural, cocooning silhouette to the room with rounded arms, a deep seat, and a fully upholstered barrel-inspired profile. Soft chenille upholstery wraps the generous form, while the loose back pillow adds layered comfort and a relaxed finish. Foam cushioning with polyester fiber support rests over a plywood frame, and the swivel base adds easy movement without disrupting the chair’s clean shape. It creates an inviting seat for living rooms, bedrooms, and reading corners.</p><p><b>Dimensions:</b> 33""w x 34""d x 30""h</p><ul><li>Accent chair in navy features a rounded silhouette with a smooth swivel base</li><li>Chenille upholstery gives the chair a soft textured look with rich visual depth</li><li>Deep seat and curved arms create a cocooning profile for everyday lounging</li><li>Fully assembled design makes placement easy in living rooms or reading corners</li><li>Loose back pillow adds layered comfort and a relaxed tailored finishing touch</li><li>Plywood frame with foam and polyester fiber supports comfortable daily seating</li></ul>",82.06,/v/vspfiles/photos/coaster living room/903487-1.jpg,N
903488,Arnaud Chenille Upholstered Swivel Accent Chair Burnt Orange,"<p>Swivel accent chair brings a sculptural, cocooning silhouette to the room with rounded arms, a deep seat, and a fully upholstered barrel-inspired profile. Soft chenille upholstery wraps the generous form, while the loose back pillow adds layered comfort and a relaxed finish. Foam cushioning with polyester fiber support rests over a plywood frame, and the swivel base adds easy movement without disrupting the chair’s clean shape. It creates an inviting seat for living rooms, bedrooms, and reading corners.</p><p><b>Dimensions:</b> 33""w x 34""d x 30""h</p><ul><li>Accent chair in burnt orange features a rounded silhouette with swivel base</li><li>Chenille upholstery gives the chair a soft textured look with warm visual depth</li><li>Deep seat and curved arms create a cocooning profile for everyday lounging</li><li>Fully assembled design makes placement easy in living rooms or reading corners</li><li>Loose back pillow adds layered comfort and a relaxed tailored finishing touch</li><li>Plywood frame with foam and polyester fiber supports comfortable daily seating</li></ul>",82.06,/v/vspfiles/photos/coaster living room/903488-1.jpg,N
603373,Hamilton Chenille Manual Recliner Sand,"<p>Generously padded arms and segmented back cushions give this manual recliner an inviting, lounge-ready presence for a personal relaxation spot. Chenille upholstery wraps the cushioned seating in soft texture, while the single-seat profile feels substantial without looking oversized. A manual reclining footrest extends for a laid-back position, making the recliner a comfortable accent for everyday unwinding.</p><p><b>Dimensions:</b> 29.5""w x 38.75""d x 39.25""h</p><ul><li>Foam cushioning and metal reclining hardware support daily living room use</li><li>Generously padded arms give the recliner a plush and relaxed side profile</li><li>Manual recliner creates a cushioned personal seat for everyday relaxation</li><li>Manual reclining footrest extends for comfort without power controls</li><li>Sand chenille upholstery adds soft texture across the recliner frame</li><li>Segmented back cushions create supportive comfort for laid-back lounging</li></ul>",70.54,/v/vspfiles/photos/coaster living room/603373-1.jpg,N
900648,Monsen Fabric Upholstered Metal Frame Accent Chair Ivory,"<p>Upholstered accent chair pairs a slim black metal frame with warm rubberwood armrests for a clean contemporary profile. Built with plywood support and padded with foam, it is wrapped in ivory polyester fabric with a subtle woven texture and tailored stitching. A gently reclined back and broad seat create a comfortable lounge chair feel for reading or conversation. Use this armchair in a living room corner, bedroom, or office to add extra seating while keeping the space open and easy to style every day.</p><p><b>Dimensions:</b> 26.25""w x 29.5""d x 29.25""h</p><ul><li>Gently reclined back and broad seat create a relaxed lounge chair sit for reading</li><li>Ivory fabric accent chair features a black metal frame and warm wood armrests for modern style</li><li>Open sled-style base helps maintain an airy look around sofas, desks, or consoles</li><li>Plywood support with foam cushioning balances comfort and structure for daily use</li><li>Rubberwood armrests add a natural contrast that pairs well with mixed materials at home</li><li>Tailored upholstery seams keep the silhouette clean and refined in modern spaces</li></ul>",28.66,/v/vspfiles/photos/coaster living room/900648-1.jpg,N
903175,Thornton Faux Fur Upholstered Wingback Lounge Accent Chair Ivory,"<p>This lounge accent chair brings a sculptural wingback silhouette and softly rounded profile to living room seating. The tall back and enveloping arms create a tailored shape that feels grounded yet inviting in a reading corner or conversation area. Upholstered over durable wood construction, the chair balances visual softness with structured support. Light ash legs complete the look with a warm contrast that suits both classic and modern interiors.</p><p><b>Dimensions:</b> 30""w x 34.25""d x 42.25""h</p><ul><li>Ivory accent chair features a wingback lounge silhouette with soft faux fur upholstery</li><li>Ivory faux fur upholstery gives the sculpted frame a warm and inviting texture</li><li>Tall wingback sides and rounded arms create a tailored and enveloping profile</li><li>Light ash rubberwood legs add subtle contrast beneath the fully upholstered frame</li><li>Padded seat and back support everyday lounging with a soft, cushioned feel</li><li>Sized for living rooms and reading corners that call for sculptural seating</li></ul>",46.29,/v/vspfiles/photos/coaster living room/903175-1.jpg,N
903176,Thornton Velvet Upholstered Wingback Lounge Accent Chair Cognac,"<p>This lounge accent chair brings a sculptural wingback silhouette and softly rounded profile to living room seating. The tall back and enveloping arms create a tailored shape that feels grounded yet inviting in a reading corner or conversation area. Upholstered over durable wood construction, the chair balances visual softness with structured support. Light ash legs complete the look with a warm contrast that suits both classic and modern interiors.</p><p><b>Dimensions:</b> 30""w x 34.25""d x 42.25""h</p><ul><li>Cognac accent chair features a wingback lounge silhouette with velvet upholstery</li><li>Cognac velvet upholstery gives the sculpted frame a warm and tailored texture</li><li>Tall wingback sides and rounded arms create a shaped and enveloping profile</li><li>Light ash rubberwood legs add subtle contrast beneath the upholstered frame</li><li>Padded seat and back support everyday lounging with a soft, cushioned feel</li><li>Sized for living rooms and reading corners that call for sculptural seating</li></ul>",46.29,/v/vspfiles/photos/coaster living room/903176-1.jpg,N
903228,Myernick Velvet Upholstered Swivel Accent Chair Camel,"<p>Swivel accent chair with a rounded barrel silhouette adds sculptural comfort to any space. Velvet upholstery covers plush foam cushioning and a supportive seat atop a plywood frame, balanced on a black metal swivel base. Smooth, tailored seams and a wraparound back create a cozy cradle, while the deep seat cushion invites long conversations and relaxed lounging. Place it in a living room corner, bedroom, or reading nook for flexible seating that layers in soft texture, then pivot from chat to screen time without shifting the footprint.</p><p><b>Dimensions:</b> 35.75""w x 32.25""d x 29""h</p><ul><li>100% polyester velvet upholstery adds soft texture and rich depth to the surface</li><li>Black metal swivel base lets you pivot your view easily without moving the chair around</li><li>Camel velvet swivel accent chair features a rounded barrel back and plush seat cushion</li><li>Foam cushioning over a plywood frame supports everyday lounging in living room corners</li><li>Thick, rounded seat cushion offers sink-in comfort with smooth, tailored seams all around</li><li>Wraparound back and sloped arms create a cozy cradle for conversation seating at home</li></ul>",58.42,/v/vspfiles/photos/coaster living room/903228-1.jpg,N
903229,Myernick Velvet Upholstered Swivel Accent Chair Olive,"<p>Swivel accent chair with a rounded barrel silhouette adds sculptural comfort to any space. Velvet upholstery covers plush foam cushioning and a supportive seat atop a plywood frame, balanced on a black metal swivel base. Smooth, tailored seams and a wraparound back create a cozy cradle, while the deep seat cushion invites long conversations and relaxed lounging. Place it in a living room corner, bedroom, or reading nook for flexible seating that layers in soft texture, then pivot from chat to screen time without shifting the footprint.</p><p><b>Dimensions:</b> 35.75""w x 32.25""d x 29""h</p><ul><li>100% polyester velvet upholstery adds soft texture and rich depth to the surface</li><li>Black metal swivel base lets you pivot your view easily without moving the chair around</li><li>Foam cushioning over a plywood frame supports everyday lounging in living room corners</li><li>Olive velvet swivel accent chair features a rounded barrel back and plush seat cushion</li><li>Thick, rounded seat cushion offers sink-in comfort with smooth, tailored seams all around</li><li>Wraparound back and sloped arms create a cozy cradle for conversation seating at home</li></ul>",58.42,/v/vspfiles/photos/coaster living room/903229-1.jpg,N
551911,Amara Upholstered Armless Chair,"<p>Armless chair delivers modular flexibility with a low-profile silhouette and tailored tufted seating for contemporary living rooms. Designed to slip between sectional pieces, it keeps sightlines open while adding another comfortable place to land. Fabric upholstery wraps foam cushioning with polyester fiber support over a pine and plywood frame with wood reinforcement. Use it to expand lounge seating, complete a corner layout, or create adaptable conversation zones that adjust as your room changes.</p><p><b>Dimensions:</b> 31""w x 40""d x 30""h</p><ul><li>Armless chair in ivory fabric brings tailored tufting and modular versatility daily</li><li>Black legs add crisp contrast beneath soft neutral upholstery for a refined look</li><li>Clean contemporary silhouette keeps layouts airy while matching modern seating styles</li><li>Foam cushioning with fiber fill delivers balanced support for everyday lounging comfort</li><li>Reinforced pine and plywood frame adds steady stability and long-lasting durability</li><li>Squared profile fits between modules to expand flexible living room arrangements</li></ul>",56.14,/v/vspfiles/photos/coaster living room/551911-1.jpg,N
600130P,Dayes Upholstered Power Lift Recliner Chair Light Grey,"<p>Power lift recliner chair creates a calm landing spot with a tall, segmented back and padded arms for sink-in comfort. Upholstered in polyester fabric over foam with polyester fiber fill, it's supported by a pine and plywood frame with a metal lift and reclining mechanism. Power lift motion helps you transition from sitting to standing, then ease back into a relaxed recline. Place it in a living room or bedroom for daily unwinding and lift-assist support. A side pocket keeps your remote or reading close at hand.</p><p><b>Dimensions:</b> 28.25""w x 35""d x 41.25""h</p><ul><li>Foam cushioning with polyester fiber fill supports a cozy feel for everyday lounging</li><li>Light grey power lift recliner chair offers plush pillow arms and a tall backrest</li><li>Reclining function and footrest extension create an easy spot for reading or TV time</li><li>Side pocket keeps a remote, book, or glasses close so comfort stays within reach</li><li>Smooth powered lift-assist helps you rise comfortably while keeping motion controlled</li><li>Textured fabric upholstery in light grey brings a subtle pattern that feels refined</li></ul>",86.9,/v/vspfiles/photos/coaster living room/600130P-1.jpg,N
600131P,Dayes Upholstered Power Lift Recliner Chair Taupe,"<p>Power lift recliner chair creates a calm landing spot with a tall, segmented back and padded arms for sink-in comfort. Upholstered in polyester fabric over foam with polyester fiber fill, it's supported by a pine and plywood frame with a metal lift and reclining mechanism. Power lift motion helps you transition from sitting to standing, then ease back into a relaxed recline. Place it in a living room or bedroom for daily unwinding and lift-assist support. A side pocket keeps your remote or reading close at hand.</p><p><b>Dimensions:</b> 28.25""w x 35""d x 41.25""h</p><ul><li>Foam cushioning with polyester fiber fill supports a cozy feel for everyday lounging</li><li>Reclining function and footrest extension create an easy spot for reading or TV time</li><li>Side pocket keeps a remote, book, or glasses close so comfort stays within reach</li><li>Smooth powered lift-assist helps you rise comfortably while keeping motion controlled</li><li>Taupe power lift recliner chair brings plush pillow arms and a tall backrest for support</li><li>Textured fabric upholstery in taupe adds a warm tone with a subtle woven pattern</li></ul>",86.9,/v/vspfiles/photos/coaster living room/600131P-1.jpg,N
902473,Gerley Chenille Upholstered Swivel Accent Chair Beige,"<p>Swivel accent chair in beige chenille invites you to settle in, wrapped by a rounded barrel back and softly curved arms. A plush seat cushion adds everyday comfort, while 100% polyester upholstery brings warm, nubby texture to contemporary spaces. Crafted with a plywood frame, foam, and polyester fiber, it sits on a metal swivel base that turns smoothly for easy conversation and flexible room layouts. Place it in a living room corner or bedroom nook for a seat that pivots toward the moment.</p><p><b>Dimensions:</b> 32.25""w x 31""d x 30""h</p><ul><li>Beige swivel accent chair in chenille creates a cozy barrel-style seat</li><li>Rounded wraparound arms and curved back offer an inviting feel for reading and chatting</li><li>Plush foam seat cushion supports relaxed lounging without overwhelming smaller spaces</li><li>100% polyester chenille upholstery adds nubby texture that complements contemporary rooms</li><li>Plywood frame with polyester fiber padding balances structure with soft, cushioned comfort</li><li>Metal swivel base turns smoothly so the chair can follow conversation and changing views</li></ul>",64.02,/v/vspfiles/photos/coaster living room/902473-1.jpg,N
503063,Aleisha Fabric Upholstered Accent Chair Mustard Yellow,"<p>Accent chair with rounded shelter arms and textured fabric upholstery introduces sculptural seating to modern living spaces. Vertical channel detailing along the inside back adds subtle texture while plush foam cushions encourage relaxed comfort. A wood and plywood frame layered with polyester fiber creates supportive seating, and dark brown legs provide contrast beneath the warm mustard fabric upholstery.</p><p><b>Dimensions:</b> 43""w x 35""d x 29.5""h</p><ul><li>Wood and plywood frame construction reinforces dependable seating support</li><li>Mustard yellow fabroc accent chair features rounded shelter arms and plush seating</li><li>Vertical channel back detail adds subtle texture and modern character</li><li>Fabric upholstery creates a soft and inviting lounge surface</li><li>Foam and polyester fiber cushioning supports comfortable daily relaxation</li><li>Dark brown legs lift the chair with subtle contrast and stability</li></ul>",75.46,/v/vspfiles/photos/coaster living room/503063-1.jpg,N
503066,Aleisha Fabric Upholstered Accent Chair Sand,"<p>Accent chair with rounded shelter arms and textured fabric upholstery introduces sculptural seating to modern living spaces. Vertical channel detailing along the inside back adds subtle texture while plush foam cushions encourage relaxed comfort. A wood and plywood frame layered with polyester fiber creates supportive seating, and dark brown legs provide contrast beneath the sand fabric upholstery.</p><p><b>Dimensions:</b> 43""w x 35""d x 29.5""h</p><ul><li>Dark brown legs add contrast and lift beneath the upholstered chair frame</li><li>Wood and plywood frame construction reinforces dependable seating support</li><li>Sand fabric accent chair features rounded shelter arms and plush lounge seating</li><li>Vertical channel back detail adds subtle texture and modern visual character</li><li>Textured fabric upholstery creates a soft and inviting seating surface</li><li>Foam and polyester fiber cushioning supports comfortable everyday relaxation</li></ul>",75.46,/v/vspfiles/photos/coaster living room/503066-1.jpg,N
503723,Whitney Contemporary Channel Tufted Woven Fabric Upholstered Accent Chair,"<p>Channel tufted Woven Fabric accent chair adds a sculptural, wraparound seat with ribbed texture. A plywood and wood frame supports foam cushioning with polyester fiber fill, wrapped in 100% polyester Woven Fabric. Rounded arms and a low profile keep the silhouette clean, while a loose back pillow adds relaxed support. Vertical channeling across the seat and back creates dimensional style. Use this lounge chair to finish a reading corner and unwind anytime.</p><p><b>Dimensions:</b> 42""w x 37""d x 29""h</p><ul><li>Pebble Woven Fabric accent chair features channel tufting, rounded arms, and dark brown legs</li><li>Wraparound barrel profile creates cozy comfort with a sculptural modern silhouette</li><li>Plush foam cushioning with polyester fiber fill supports relaxed everyday lounging</li><li>Sturdy plywood and wood frame keeps support stable under the soft curved profile</li><li>Vertical channeling adds ribbed texture that stands out beside clean lined decor</li><li>Loose back pillow adds flexible support for reading, conversation, and unwinding</li></ul>",70.4,/v/vspfiles/photos/coaster living room/503723-1.jpg,N
551891,Elysia Fabric Upholstered Modular Armless Chair Coral,"<p>Modular armless chair adds flexible sectional seating with a wide seat and low profile. Polyester-blend fabric upholstery wraps foam cushioning for a soft feel, paired with a loose back cushion for support. Built with a plywood frame and sturdy components, it stays steady as you rearrange modules. Clean seam detailing keeps the look contemporary. Place this center seat between end units or beside a corner chair to extend an L-shape in living rooms and media spaces. Short black feet keep a grounded silhouette for modern rooms.</p><p><b>Dimensions:</b> 32.5""w x 38""d x 33""h</p><ul><li>Armless profile fits between end units to extend a straight run or balance an L-shape</li><li>Foam cushioning pairs with textured upholstery for a soft feel in everyday living rooms</li><li>Plywood frame helps keep the module steady as you rearrange pieces to suit your layout</li><li>Short black feet maintain a grounded silhouette that fits contemporary family spaces</li><li>Coral modular armless chair adds flexible sectional seating with fabric comfort</li><li>Loose back cushion supports relaxed lounging while keeping a clean, low-profile look</li></ul>",46.64,/v/vspfiles/photos/coaster living room/551891-1.jpg,N
551895,Elysia Fabric Upholstered Modular Armless Chair Green,"<p>Modular armless chair adds flexible sectional seating with a wide seat and low profile. Polyester-blend fabric upholstery wraps foam cushioning for a soft feel, paired with a loose back cushion for support. Built with a plywood frame and sturdy components, it stays steady as you rearrange modules. Clean seam detailing keeps the look contemporary. Place this center seat between end units or beside a corner chair to extend an L-shape in living rooms and media spaces. Short black feet keep a grounded silhouette for modern rooms.</p><p><b>Dimensions:</b> 32.5""w x 38""d x 33""h</p><ul><li>Green modular armless chair adds flexible sectional seating with fabric comfort</li><li>Loose back cushion supports relaxed lounging while keeping a clean, low-profile look</li><li>Armless profile fits between end units to extend a straight run or balance an L-shape</li><li>Foam cushioning pairs with textured upholstery for a soft feel in everyday living rooms</li><li>Plywood frame helps keep the module steady as you rearrange pieces to suit your layout</li><li>Short black feet maintain a grounded silhouette that fits contemporary family spaces</li></ul>",46.64,/v/vspfiles/photos/coaster living room/551895-1.jpg,N
903237,Blanchett Upholstered Bobbin Accent Chair Beige and Black,"<p>Accent chair highlights a classic silhouette defined by turned bobbin arms and legs that frame the seat with traditional character. A generously padded seat cushion and loose back pillow create a relaxed lounge profile while maintaining a tailored look. Upholstered in textured fabric over supportive foam with durable rubberwood construction, the design blends decorative wood detailing with everyday comfort. The sculpted frame adds visual rhythm while grounding the chair with refined presence suited to living rooms reading spaces or bedrooms.</p><p><b>Dimensions:</b> 29.5""w x 34""d x 38""h</p><ul><li>Accent chair features a classic silhouette framed by decorative bobbin turned arms and legs</li><li>Arm pads add comfort while highlighting the chair’s distinctive bobbin structure</li><li>Beige fabric upholstery creates a soft neutral seating look suited to traditional interiors</li><li>Loose back pillow and padded seat cushion provide relaxed lounge style comfort</li><li>Turned rubberwood frame introduces sculptural detail and classic craftsmanship</li><li>Versatile accent chair suits living rooms bedrooms or reading corners</li></ul>",47.96,/v/vspfiles/photos/coaster living room/903237-1.jpg,N
903835,Blanchett Upholstered Bobbin Accent Chair White,"<p>Accent chair highlights a classic silhouette defined by turned bobbin arms and legs that frame the seat with traditional character. A generously padded seat cushion and loose back pillow create a relaxed lounge profile while maintaining a tailored look. Upholstered in textured fabric over supportive foam with durable rubberwood construction, the design blends decorative wood detailing with everyday comfort. The sculpted frame adds visual rhythm while grounding the chair with refined presence suited to living rooms reading spaces or bedrooms.</p><p><b>Dimensions:</b> 29.5""w x 34""d x 38""h</p><ul><li>Accent chair features a classic silhouette framed by decorative bobbin turned arms and legs</li><li>Loose back pillow and padded seat cushion provide relaxed lounge style comfort</li><li>Turned wood frame highlights sculpted bobbin detailing along arms and legs</li><li>Versatile accent chair suits living rooms bedrooms or reading corners</li><li>White fabric upholstery with subtle blue striping adds fresh coastal character</li><li>White painted wood finish brightens the decorative frame structure</li></ul>",55,/v/vspfiles/photos/coaster living room/903835-1.jpg,N
905362,Blanchett Upholstered Bobbin Accent Chair Beige and Distressed Brown,"<p>Accent chair highlights a classic silhouette defined by turned bobbin arms and legs that frame the seat with traditional character. A generously padded seat cushion and loose back pillow create a relaxed lounge profile while maintaining a tailored look. Upholstered in textured fabric over supportive foam with durable rubberwood construction, the design blends decorative wood detailing with everyday comfort. The sculpted frame adds visual rhythm while grounding the chair with refined presence suited to living rooms reading spaces or bedrooms.</p><p><b>Dimensions:</b> 29.5""w x 34""d x 38""h</p><ul><li>Accent chair features a classic silhouette framed by decorative bobbin turned arms and legs</li><li>Beige fabric upholstery creates a soft neutral seating look suited to relaxed interiors</li><li>Distressed brown finish adds rustic warmth to the classic wood structure</li><li>Loose back pillow and padded seat cushion provide relaxed lounge style comfort</li><li>Turned wood frame highlights decorative bobbin detailing along arms and legs</li><li>Versatile accent chair suits living rooms bedrooms or reading corners</li></ul>",55,/v/vspfiles/photos/coaster living room/905362-1.jpg,N
